,date_card,place_card,weight_class,method,round,time,type,order,first_fighter_res,first_fighter,second_fighter,second_kd,first_sig_str_,second_sig_str_,first_sig_str_percentage,second_sig_str_percentage,first_total_str,second_total_str,referee,agg_height_first,agg_weight_first,agg_reach_first,agg_stand_first,agg_dob_first,agg_slpm_first,agg_str_acc_first,agg_sapm_first,agg_str_def_first,agg_td_avg_first,agg_td_acc_first,agg_td_def_first,agg_sub_avg_first,agg_recodr_first,agg_nickname_first,agg_fighter_name_first,agg_last_updated_first,agg_height_second,agg_weight_second,agg_reach_second,agg_stand_second,agg_dob_second,agg_slpm_second,agg_str_acc_second,agg_sapm_second,agg_str_def_second,agg_td_avg_second,agg_td_acc_second,agg_td_def_second,agg_sub_avg_second,agg_recodr_second
5095,21-Aug-04,"Las Vegas, Nevada, USA",Middleweight, KO/TKO ,1,0:24,,4,W,David Terrell,Matt Lindland,0,5 of 7,0 of 1,71%,0%,5 of 7,0 of 1,Herb Dean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5096,21-Aug-04,"Las Vegas, Nevada, USA",Heavyweight, KO/TKO ,1,1:14,,5,W,Justin Eilers,Mike Kyle,0,4 of 9,7 of 16,44%,43%,5 of 10,7 of 16,John McCarthy,,,,,,,,,,,,,,,,,,"6' 4""",205 lbs.,"77""",Orthodox,31-Mar-80,3.93,51%,3.35,49%,1.33,62%,50%,0.8,Record: 22-14-1 (2 NC)
5097,21-Aug-04,"Las Vegas, Nevada, USA",Welterweight, Submission ,2,1:17,,6,W,Chris Lytle,Ronald Jhun,0,12 of 25,8 of 16,48%,50%,38 of 59,20 of 29,Herb Dean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5098,29-Jun-01,"East Rutherford, New Jersey, USA",Lightweight, KO/TKO ,1,1:48,,5,W,Caol Uno,Fabiano Iha,0,8 of 17,6 of 13,47%,46%,14 of 24,7 of 14,Mario Yamasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5099,21-Aug-04,"Las Vegas, Nevada, USA",Welterweight, Decision - Split ,3,5:00,,7,W,Karo Parisyan,Nick Diaz,0,27 of 79,37 of 102,34%,36%,48 of 104,121 of 189,Mario Yamasaki,,,,,,,,,,,,,,,,,,"6' 1""",185 lbs.,"76""",Southpaw,2-Aug-83,5.43,42%,3.56,61%,1.32,33%,60%,1,Record: 26-9-0 (2 NC)
5100,21-Aug-04,"Las Vegas, Nevada, USA",Lightweight, KO/TKO ,1,4:32,,8,W,Yves Edwards,Josh Thomson,0,16 of 21,13 of 22,76%,59%,24 of 30,33 of 43,Steve Mazzagatti,"5' 9""",155 lbs.,"73""",Southpaw,30-Sep-76,2.91,42%,2.34,66%,0.76,53%,69%,0.7,Record: 42-22-1 (1 NC),,Yves Edwards,57:28.3,"5' 10""",155 lbs.,"71""",Orthodox,21-Sep-78,2.59,47%,2.12,64%,1.92,39%,54%,1.3,Record: 22-9-0 (1 NC)
5101,19-Jun-04,"Las Vegas, Nevada, USA",Welterweight, Decision - Unanimous ,3,5:00,,4,W,Matt Hughes,Renato Verissimo,0,11 of 23,7 of 13,47%,53%,17 of 31,87 of 95,Steve Mazzagatti,"5' 9""",170 lbs.,"73""",Switch,13-Oct-73,2.14,53%,1.36,53%,2.95,50%,35%,1.2,Record: 45-9-0,,Matt Hughes,57:28.3,,,,,,,,,,,,,,
5102,19-Jun-04,"Las Vegas, Nevada, USA",Middleweight, Decision - Unanimous ,3,5:00,,5,W,Evan Tanner,Phil Baroni,0,73 of 102,23 of 67,71%,34%,118 of 148,60 of 104,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5103,19-Jun-04,"Las Vegas, Nevada, USA",Lightweight, Decision - Unanimous ,3,5:00,,6,W,Matt Serra,Ivan Menjivar,0,14 of 40,8 of 16,35%,50%,67 of 108,59 of 68,Mario Yamasaki,"5' 6""",170 lbs.,"68""",Orthodox,2-Jun-74,1.98,39%,2.64,46%,2.05,20%,38%,0.9,Record: 11-7-0,The Terra,Matt Serra,57:28.3,"5' 6""",145 lbs.,"64""",Orthodox,30-May-82,2.78,37%,2.76,65%,0.56,28%,38%,1,Record: 25-12-0
5104,19-Jun-04,"Las Vegas, Nevada, USA",Welterweight, KO/TKO ,1,1:42,,7,W,Georges St-Pierre,Jay Hieron,0,24 of 33,5 of 9,72%,55%,37 of 46,5 of 9,Steve Mazzagatti,"5' 11""",185 lbs.,"76""",Orthodox,19-May-81,3.78,53%,1.4,72%,4.16,74%,83%,1.1,Record: 26-2-0,Rush,Georges St-Pierre,57:28.3,"6' 0""",170 lbs.,"75""",Orthodox,29-Jul-76,1.66,32%,1.89,61%,4.05,60%,66%,1,Record: 23-7-0
5105,2-Apr-04,"Las Vegas, Nevada, USA",Lightweight, Decision - Split ,3,5:00,,3,W,Yves Edwards,Hermes Franca,0,21 of 43,8 of 44,48%,18%,66 of 92,63 of 104,Herb Dean,"5' 9""",155 lbs.,"73""",Southpaw,30-Sep-76,2.91,42%,2.34,66%,0.76,53%,69%,0.7,Record: 42-22-1 (1 NC),,Yves Edwards,57:28.3,,,,,,,,,,,,,,
5106,2-Apr-04,"Las Vegas, Nevada, USA",Heavyweight, KO/TKO ,2,1:15,,4,W,Andrei Arlovski,Wesley Correira,0,51 of 83,4 of 29,61%,13%,51 of 83,4 of 29,Mario Yamasaki,"6' 3""",240 lbs.,"77""",Orthodox,4-Feb-79,3.62,44%,2.95,57%,0.45,36%,78%,0.2,Record: 31-20-0 (2 NC),The Pitbull,Andrei Arlovski,57:28.3,,,,,,,,,,,,,,
5107,2-Apr-04,"Las Vegas, Nevada, USA",Welterweight, KO/TKO ,2,1:31,,5,W,Nick Diaz,Robbie Lawler,0,22 of 75,16 of 64,29%,25%,29 of 83,18 of 66,Steve Mazzagatti,"6' 1""",185 lbs.,"76""",Southpaw,2-Aug-83,5.43,42%,3.56,61%,1.32,33%,60%,1,Record: 26-9-0 (2 NC),,Nick Diaz,57:28.3,"5' 11""",170 lbs.,"74""",Southpaw,20-Mar-82,3.5,45%,4.16,60%,0.68,64%,64%,0,Record: 28-15-0 (1 NC)
5108,2-Apr-04,"Las Vegas, Nevada, USA",Heavyweight, KO/TKO ,1,4:59,,6,W,Mike Kyle,Wes Sims,0,13 of 15,0 of 2,86%,0%,48 of 55,6 of 8,John McCarthy,"6' 4""",205 lbs.,"77""",Orthodox,31-Mar-80,3.93,51%,3.35,49%,1.33,62%,50%,0.8,Record: 22-14-1 (2 NC),MAK,Mike Kyle,57:28.3,,,,,,,,,,,,,,
5109,2-Apr-04,"Las Vegas, Nevada, USA",Heavyweight, KO/TKO ,1,4:40,,7,W,Jonathan Wiezorek,Wade Shipp,0,10 of 10,20 of 23,100%,86%,37 of 37,42 of 48,Herb Dean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5110,2-Apr-04,"Las Vegas, Nevada, USA",Lightweight, Submission ,1,3:31,,8,W,Genki Sudo,Mike Brown,0,6 of 8,13 of 15,75%,86%,10 of 12,36 of 41,Steve Mazzagatti,,,,,,,,,,,,,,,,,,"5' 6""",145 lbs.,"70""",Orthodox,8-Sep-75,2.98,44%,2.45,60%,3.23,40%,66%,0.6,Record: 26-9-0
5111,31-Jan-04,"Las Vegas, Nevada, USA",Light Heavyweight, TKO - Doctor's Stoppage ,1,0:49,belt,1,W,Vitor Belfort,Randy Couture,0,1 of 1,1 of 2,100%,50%,1 of 1,1 of 2,John McCarthy,"6' 0""",185 lbs.,"74""",Southpaw,1-Apr-77,1.59,46%,2.83,50%,1.02,60%,53%,0.6,Record: 26-14-0 (1 NC),The Phenom,Vitor Belfort,57:28.3,,,,,,,,,,,,,,
5112,31-Jan-04,"Las Vegas, Nevada, USA",Welterweight, Decision - Unanimous ,3,5:00,,2,W,Renato Verissimo,Carlos Newton,0,22 of 36,4 of 9,61%,44%,124 of 151,19 of 25,Larry Landless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5113,31-Jan-04,"Las Vegas, Nevada, USA",Heavyweight, KO/TKO ,2,4:21,,4,W,Frank Mir,Wes Sims,0,28 of 44,18 of 25,63%,72%,68 of 90,83 of 99,John McCarthy,"6' 3""",264 lbs.,"79""",Southpaw,24-May-79,2.18,47%,3.84,38%,2.02,40%,54%,2,Record: 18-11-0,,Frank Mir,57:28.3,,,,,,,,,,,,,,
5114,31-Jan-04,"Las Vegas, Nevada, USA",Middleweight, Submission ,1,1:45,,5,W,Lee Murray,Jorge Rivera,0,0 of 1,2 of 4,0%,50%,2 of 4,6 of 12,Mario Yamasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5115,31-Jan-04,"Las Vegas, Nevada, USA",Welterweight, Decision - Unanimous ,3,5:00,,6,W,Georges St-Pierre,Karo Parisyan,0,46 of 80,1 of 7,57%,14%,138 of 177,23 of 33,Steve Mazzagatti,"5' 11""",185 lbs.,"76""",Orthodox,19-May-81,3.78,53%,1.4,72%,4.16,74%,83%,1.1,Record: 26-2-0,Rush,Georges St-Pierre,57:28.3,,,,,,,,,,,,,,
5116,31-Jan-04,"Las Vegas, Nevada, USA",Lightweight, Decision - Majority ,3,5:00,,7,W,Josh Thomson,Hermes Franca,1,40 of 68,22 of 46,58%,47%,82 of 112,60 of 87,Larry Landless,"5' 10""",155 lbs.,"71""",Orthodox,21-Sep-78,2.59,47%,2.12,64%,1.92,39%,54%,1.3,Record: 22-9-0 (1 NC),The Punk,Josh Thomson,57:28.3,,,,,,,,,,,,,,
5117,31-Jan-04,"Las Vegas, Nevada, USA",Lightweight, Decision - Unanimous ,3,5:00,,8,W,Matt Serra,Jeff Curran,0,45 of 80,9 of 15,56%,60%,118 of 159,19 of 25,Steve Mazzagatti,"5' 6""",170 lbs.,"68""",Orthodox,2-Jun-74,1.98,39%,2.64,46%,2.05,20%,38%,0.9,Record: 11-7-0,The Terra,Matt Serra,57:28.3,,,,,,,,,,,,,,
5118,21-Nov-03,"Uncasville, Connecticut, USA",Welterweight, Decision - Unanimous ,3,5:00,,5,W,Robbie Lawler,Chris Lytle,0,30 of 72,37 of 97,41%,38%,51 of 93,64 of 125,John McCarthy,"5' 11""",170 lbs.,"74""",Southpaw,20-Mar-82,3.5,45%,4.16,60%,0.68,64%,64%,0,Record: 28-15-0 (1 NC),Ruthless,Robbie Lawler,57:28.3,,,,,,,,,,,,,,
5119,21-Nov-03,"Uncasville, Connecticut, USA",Heavyweight, Decision - Unanimous ,3,5:00,,6,W,Pedro Rizzo,Ricco Rodriguez,0,30 of 93,15 of 33,32%,45%,45 of 110,27 of 47,Larry Landless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5120,21-Nov-03,"Uncasville, Connecticut, USA",Middleweight, Submission ,1,3:29,,7,W,Keith Rockel,Chris Liguori,0,5 of 5,1 of 3,100%,33%,17 of 19,12 of 14,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,21-Nov-03,"Uncasville, Connecticut, USA",Lightweight, KO/TKO ,2,2:14,,8,W,Yves Edwards,Nick Agallar,0,33 of 57,5 of 43,57%,11%,39 of 63,10 of 48,Larry Landless,"5' 9""",155 lbs.,"73""",Southpaw,30-Sep-76,2.91,42%,2.34,66%,0.76,53%,69%,0.7,Record: 42-22-1 (1 NC),,Yves Edwards,57:28.3,,,,,,,,,,,,,,
5122,26-Sep-03,"Las Vegas, Nevada, USA",Light Heavyweight, Decision - Unanimous ,5,5:00,belt,1,W,Randy Couture,Tito Ortiz,0,88 of 136,16 of 30,64%,53%,194 of 244,34 of 48,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5123,26-Sep-03,"Las Vegas, Nevada, USA",Heavyweight, KO/TKO ,1,1:59,,2,W,Andrei Arlovski,Vladimir Matyushenko,0,9 of 20,5 of 17,45%,29%,26 of 39,5 of 17,Larry Landless,"6' 3""",240 lbs.,"77""",Orthodox,4-Feb-79,3.62,44%,2.95,57%,0.45,36%,78%,0.2,Record: 31-20-0 (2 NC),The Pitbull,Andrei Arlovski,57:28.3,"6' 0""",205 lbs.,"74""",Orthodox,4-Jan-71,1.9,44%,1.62,59%,3.25,46%,70%,0.1,Record: 27-8-0
5124,26-Sep-03,"Las Vegas, Nevada, USA",Middleweight, Decision - Unanimous ,3,5:00,,4,W,Jorge Rivera,David Loiseau,0,80 of 136,35 of 78,58%,44%,154 of 210,49 of 92,Larry Landless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5125,26-Sep-03,"Las Vegas, Nevada, USA",Light Heavyweight, KO/TKO ,1,3:35,,5,W,Rich Franklin,Edwin DeWees,0,37 of 46,4 of 6,80%,66%,44 of 53,13 of 15,Sean Brockmole,"6' 1""",185 lbs.,"76""",Southpaw,5-Oct-74,4.1,44%,2.07,62%,1.31,66%,63%,0.7,Record: 29-7-0 (1 NC),Ace,Rich Franklin,57:28.3,,,,,,,,,,,,,,
5126,26-Sep-03,"Las Vegas, Nevada, USA",Welterweight, Submission ,1,3:52,,6,W,Karo Parisyan,Dave Strasser,0,13 of 22,2 of 11,59%,18%,19 of 28,11 of 20,Steve Mazzagatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5127,26-Sep-03,"Las Vegas, Nevada, USA",Lightweight, KO/TKO ,1,2:45,,7,W,Josh Thomson,Gerald Strebendt,0,11 of 18,0 of 0,61%,0%,19 of 26,0 of 0,John McCarthy,"5' 10""",155 lbs.,"71""",Orthodox,21-Sep-78,2.59,47%,2.12,64%,1.92,39%,54%,1.3,Record: 22-9-0 (1 NC),The Punk,Josh Thomson,57:28.3,,,,,,,,,,,,,,
5128,26-Sep-03,"Las Vegas, Nevada, USA",Welterweight, Submission ,3,2:04,,8,W,Nick Diaz,Jeremy Jackson,0,17 of 24,9 of 37,70%,24%,92 of 107,71 of 103,Steve Mazzagatti,"6' 1""",185 lbs.,"76""",Southpaw,2-Aug-83,5.43,42%,3.56,61%,1.32,33%,60%,1,Record: 26-9-0 (2 NC),,Nick Diaz,57:28.3,,,,,,,,,,,,,,
5129,26-Sep-03,"Las Vegas, Nevada, USA",Lightweight, KO/TKO ,2,2:46,,9,W,Hermes Franca,Caol Uno,0,13 of 22,32 of 49,59%,65%,35 of 44,52 of 71,Sean Brockmole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5130,6-Jun-03,"Las Vegas, Nevada, USA",Light Heavyweight, KO/TKO ,3,2:39,belt,1,W,Randy Couture,Chuck Liddell,0,46 of 87,22 of 59,52%,37%,56 of 99,35 of 72,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5131,6-Jun-03,"Las Vegas, Nevada, USA",Heavyweight, Decision - Split ,3,5:00,,4,D,Vernon White,Ian Freeman,0,45 of 82,18 of 54,54%,33%,107 of 148,75 of 116,Larry Landless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5132,6-Jun-03,"Las Vegas, Nevada, USA",Heavyweight, DQ ,1,2:55,,5,W,Frank Mir,Wes Sims,0,4 of 7,1 of 1,57%,100%,18 of 21,8 of 11,Nelson Hamilton,"6' 3""",264 lbs.,"79""",Southpaw,24-May-79,2.18,47%,3.84,38%,2.02,40%,54%,2,Record: 18-11-0,,Frank Mir,57:28.3,,,,,,,,,,,,,,
5133,6-Jun-03,"Las Vegas, Nevada, USA",Lightweight, Decision - Unanimous ,3,5:00,,6,W,Yves Edwards,Eddie Ruiz,0,21 of 40,3 of 12,52%,25%,57 of 79,30 of 43,Nelson Hamilton,"5' 9""",155 lbs.,"73""",Southpaw,30-Sep-76,2.91,42%,2.34,66%,0.76,53%,69%,0.7,Record: 42-22-1 (1 NC),,Yves Edwards,57:28.3,,,,,,,,,,,,,,
5134,6-Jun-03,"Las Vegas, Nevada, USA",Middleweight, KO/TKO ,1,1:56,,7,W,Falaniko Vitale,Matt Lindland,0,2 of 7,2 of 9,28%,22%,6 of 11,6 of 13,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5135,6-Jun-03,"Las Vegas, Nevada, USA",Heavyweight, TKO - Doctor's Stoppage ,2,4:24,,8,W,Pedro Rizzo,Tra Telligman,1,40 of 91,34 of 67,43%,50%,67 of 121,42 of 77,Larry Landless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5136,25-Apr-03,"Miami, Florida, USA",Welterweight, Decision - Unanimous ,5,5:00,belt,1,W,Matt Hughes,Sean Sherk,0,44 of 88,19 of 39,50%,48%,96 of 140,144 of 167,John McCarthy,"5' 9""",170 lbs.,"73""",Switch,13-Oct-73,2.14,53%,1.36,53%,2.95,50%,35%,1.2,Record: 45-9-0,,Matt Hughes,57:28.3,"5' 6""",155 lbs.,"67""",Orthodox,5-Aug-73,2.17,35%,2.71,55%,4.09,46%,56%,0.4,Record: 36-4-1
5137,25-Apr-03,"Miami, Florida, USA",Welterweight, Submission ,2,2:28,,2,W,Pete Spratt,Robbie Lawler,0,19 of 27,15 of 25,70%,60%,25 of 33,24 of 34,John McCarthy,,,,,,,,,,,,,,,,,,"5' 11""",170 lbs.,"74""",Southpaw,20-Mar-82,3.5,45%,4.16,60%,0.68,64%,64%,0,Record: 28-15-0 (1 NC)
5138,25-Apr-03,"Miami, Florida, USA",Welterweight, Decision - Unanimous ,3,5:00,,3,W,Dave Strasser,Romie Aram,1,60 of 125,24 of 70,48%,34%,107 of 176,78 of 125,Jorge Alonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5139,25-Apr-03,"Miami, Florida, USA",Heavyweight, KO/TKO ,2,1:46,,4,W,Wesley Correira,Sean Alvarez,0,22 of 42,6 of 16,52%,37%,75 of 95,16 of 26,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5140,25-Apr-03,"Miami, Florida, USA",Light Heavyweight, KO/TKO ,1,2:40,,5,W,Rich Franklin,Evan Tanner,0,16 of 38,6 of 14,42%,42%,16 of 38,6 of 14,Larry Landless,"6' 1""",185 lbs.,"76""",Southpaw,5-Oct-74,4.1,44%,2.07,62%,1.31,66%,63%,0.7,Record: 29-7-0 (1 NC),Ace,Rich Franklin,57:28.3,,,,,,,,,,,,,,
5141,25-Apr-03,"Miami, Florida, USA",Lightweight, Decision - Unanimous ,3,5:00,,6,W,Duane Ludwig,Genki Sudo,0,38 of 57,24 of 63,66%,38%,73 of 101,52 of 96,John McCarthy,"5' 10""",170 lbs.,"70""",Orthodox,4-Aug-78,4.62,44%,3.05,57%,0.43,25%,59%,0.1,Record: 21-14-0,Bang,Duane Ludwig,57:28.3,,,,,,,,,,,,,,
5142,25-Apr-03,"Miami, Florida, USA",Lightweight, Decision - Unanimous ,3,5:00,,7,W,Hermes Franca,Richard Crunkilton,0,27 of 54,29 of 89,50%,32%,97 of 125,77 of 148,James Warring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5143,25-Apr-03,"Miami, Florida, USA",Middleweight, KO/TKO ,1,3:55,,8,W,David Loiseau,Mark Weir,0,16 of 20,2 of 2,80%,100%,19 of 24,12 of 12,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5144,28-Feb-03,"Atlantic City, New Jersey, USA",Lightweight, Decision - Split ,5,5:00,belt,3,D,BJ Penn,Caol Uno,0,67 of 93,64 of 97,72%,65%,111 of 137,105 of 138,John McCarthy,"5' 9""",155 lbs.,"70""",Orthodox,13-Dec-78,2.76,48%,3.2,56%,1.19,55%,74%,0.5,Record: 16-14-2,The Prodigy,BJ Penn,57:28.3,,,,,,,,,,,,,,
5145,28-Feb-03,"Atlantic City, New Jersey, USA",Middleweight, Decision - Unanimous ,3,5:00,,4,W,Matt Lindland,Phil Baroni,0,40 of 76,44 of 73,52%,60%,180 of 230,83 of 113,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5146,28-Feb-03,"Atlantic City, New Jersey, USA",Heavyweight, Decision - Unanimous ,3,5:00,,5,W,Vladimir Matyushenko,Pedro Rizzo,0,24 of 38,12 of 37,63%,32%,94 of 113,29 of 54,Larry Landless,"6' 0""",205 lbs.,"74""",Orthodox,4-Jan-71,1.9,44%,1.62,59%,3.25,46%,70%,0.1,Record: 27-8-0,The Janitor,Vladimir Matyushenko,57:28.3,,,,,,,,,,,,,,
5147,28-Feb-03,"Atlantic City, New Jersey, USA",Lightweight, Decision - Split ,3,5:00,,6,W,Din Thomas,Matt Serra,0,29 of 61,26 of 81,47%,32%,59 of 92,42 of 97,Larry Landless,,,,,,,,,,,,,,,,,,"5' 6""",170 lbs.,"68""",Orthodox,2-Jun-74,1.98,39%,2.64,46%,2.05,20%,38%,0.9,Record: 11-7-0
5148,28-Feb-03,"Atlantic City, New Jersey, USA",Heavyweight, KO/TKO ,1,4:49,,7,W,Gan McGee,Alexandre Dantas,0,9 of 23,1 of 4,39%,25%,13 of 28,1 of 4,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5149,28-Feb-03,"Atlantic City, New Jersey, USA",Lightweight, Submission ,3,4:07,,8,W,Yves Edwards,Rich Clementi,0,51 of 96,31 of 64,53%,48%,79 of 129,59 of 95,Larry Landless,"5' 9""",155 lbs.,"73""",Southpaw,30-Sep-76,2.91,42%,2.34,66%,0.76,53%,69%,0.7,Record: 42-22-1 (1 NC),,Yves Edwards,57:28.3,,,,,,,,,,,,,,
5150,22-Nov-02,"Las Vegas, Nevada, USA",Light Heavyweight, KO/TKO ,3,5:00,belt,1,W,Tito Ortiz,Ken Shamrock,0,74 of 126,12 of 44,58%,27%,155 of 214,48 of 84,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5151,22-Nov-02,"Las Vegas, Nevada, USA",Light Heavyweight, KO/TKO ,1,2:55,,2,W,Chuck Liddell,Renato Sobral,0,13 of 35,10 of 18,37%,55%,13 of 35,10 of 18,Larry Landless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5152,22-Nov-02,"Las Vegas, Nevada, USA",Welterweight, TKO - Doctor's Stoppage ,1,5:00,belt,3,W,Matt Hughes,Gil Castillo,0,22 of 32,1 of 2,68%,50%,36 of 46,1 of 2,John McCarthy,"5' 9""",170 lbs.,"73""",Switch,13-Oct-73,2.14,53%,1.36,53%,2.95,50%,35%,1.2,Record: 45-9-0,,Matt Hughes,57:28.3,,,,,,,,,,,,,,
5153,22-Nov-02,"Las Vegas, Nevada, USA",Welterweight, Submission ,1,1:45,,4,W,Carlos Newton,Pete Spratt,0,0 of 0,1 of 2,0%,50%,0 of 0,3 of 4,Larry Landless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5154,22-Nov-02,"Las Vegas, Nevada, USA",Welterweight, KO/TKO ,1,1:29,,5,W,Robbie Lawler,Tiki Ghosn,0,5 of 11,7 of 14,45%,50%,5 of 11,7 of 14,Nelson Hamilton,"5' 11""",170 lbs.,"74""",Southpaw,20-Mar-82,3.5,45%,4.16,60%,0.68,64%,64%,0,Record: 28-15-0 (1 NC),Ruthless,Robbie Lawler,57:28.3,,,,,,,,,,,,,,
5155,22-Nov-02,"Las Vegas, Nevada, USA",Heavyweight, KO/TKO ,1,1:18,,6,W,Andrei Arlovski,Ian Freeman,0,14 of 26,1 of 11,53%,9%,14 of 26,1 of 11,Larry Landless,"6' 3""",240 lbs.,"77""",Orthodox,4-Feb-79,3.62,44%,2.95,57%,0.45,36%,78%,0.2,Record: 31-20-0 (2 NC),The Pitbull,Andrei Arlovski,57:28.3,,,,,,,,,,,,,,
5156,22-Nov-02,"Las Vegas, Nevada, USA",Heavyweight, KO/TKO ,1,4:10,,7,W,Vladimir Matyushenko,Travis Wiuff,0,24 of 32,0 of 0,75%,0%,56 of 66,3 of 3,John McCarthy,"6' 0""",205 lbs.,"74""",Orthodox,4-Jan-71,1.9,44%,1.62,59%,3.25,46%,70%,0.1,Record: 27-8-0,The Janitor,Vladimir Matyushenko,57:28.3,,,,,,,,,,,,,,
5157,22-Nov-02,"Las Vegas, Nevada, USA",Middleweight, Submission ,2,4:50,,8,W,Phillip Miller,Mark Weir,1,10 of 21,19 of 31,47%,61%,20 of 33,39 of 57,Nelson Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5158,27-Sep-02,"Uncasville, Connecticut, USA",Welterweight, TKO - Doctor's Stoppage ,1,4:16,,8,W,Sean Sherk,Benji Radach,0,6 of 8,7 of 18,75%,38%,15 of 17,36 of 47,Larry Landless,"5' 6""",155 lbs.,"67""",Orthodox,5-Aug-73,2.17,35%,2.71,55%,4.09,46%,56%,0.4,Record: 36-4-1,The Muscle Shark,Sean Sherk,57:28.3,"5' 10""",185 lbs.,--,Orthodox,5-Apr-79,2.62,49%,2.31,51%,1.06,41%,71%,0.4,Record: 21-7-0 (1 NC)
5159,27-Sep-02,"Uncasville, Connecticut, USA",Heavyweight, KO/TKO ,5,3:04,belt,1,W,Ricco Rodriguez,Randy Couture,0,39 of 80,39 of 78,48%,50%,128 of 172,75 of 114,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5160,27-Sep-02,"Uncasville, Connecticut, USA",Heavyweight, KO/TKO ,2,1:43,,2,W,Tim Sylvia,Wesley Correira,0,138 of 214,26 of 65,64%,40%,155 of 232,26 of 65,Kipp Kollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5161,27-Sep-02,"Uncasville, Connecticut, USA",Lightweight, Decision - Unanimous ,3,5:00,,3,W,BJ Penn,Matt Serra,0,32 of 52,8 of 49,61%,16%,71 of 92,22 of 63,John McCarthy,"5' 9""",155 lbs.,"70""",Orthodox,13-Dec-78,2.76,48%,3.2,56%,1.19,55%,74%,0.5,Record: 16-14-2,The Prodigy,BJ Penn,57:28.3,"5' 6""",170 lbs.,"68""",Orthodox,2-Jun-74,1.98,39%,2.64,46%,2.05,20%,38%,0.9,Record: 11-7-0
5162,27-Sep-02,"Uncasville, Connecticut, USA",Lightweight, Decision - Unanimous ,3,5:00,,4,W,Caol Uno,Din Thomas,0,35 of 56,11 of 24,62%,45%,85 of 112,59 of 78,Larry Landless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5163,27-Sep-02,"Uncasville, Connecticut, USA",Heavyweight, KO/TKO ,1,5:00,,5,W,Gan McGee,Pedro Rizzo,0,17 of 58,14 of 28,29%,50%,17 of 58,14 of 28,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5164,27-Sep-02,"Uncasville, Connecticut, USA",Middleweight, Decision - Unanimous ,3,5:00,,7,W,Matt Lindland,Ivan Salaverry,0,16 of 63,32 of 70,25%,45%,85 of 145,50 of 89,Kipp Kollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5165,13-Jul-02,"London, England, United Kingdom",Welterweight, KO/TKO ,4,3:37,belt,1,W,Matt Hughes,Carlos Newton,0,58 of 77,3 of 9,75%,33%,104 of 123,8 of 14,John McCarthy,"5' 9""",170 lbs.,"73""",Switch,13-Oct-73,2.14,53%,1.36,53%,2.95,50%,35%,1.2,Record: 45-9-0,,Matt Hughes,57:28.3,,,,,,,,,,,,,,
5166,13-Jul-02,"London, England, United Kingdom",Heavyweight, KO/TKO ,1,4:35,,2,W,Ian Freeman,Frank Mir,0,34 of 44,6 of 10,77%,60%,60 of 70,6 of 10,John McCarthy,,,,,,,,,,,,,,,,,,"6' 3""",264 lbs.,"79""",Southpaw,24-May-79,2.18,47%,3.84,38%,2.02,40%,54%,2,Record: 18-11-0
5167,13-Jul-02,"London, England, United Kingdom",Middleweight, KO/TKO ,1,0:10,,3,W,Mark Weir,Eugene Jackson,0,4 of 6,0 of 1,66%,0%,4 of 6,0 of 1,Larry Landless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
